House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
86,Bishop Road,Diana,O'Brien,72,Head,Widowed,Female,"Retired Psychologist, counselling",None,Catholic
87,Bishop Road,Naomi,Watson,24,Head,Married,Female,Database administrator,None,Catholic
87,Bishop Road,Jeffrey,Watson,29,Husband,Married,Male,Metallurgist,None,Catholic
88,Bishop Road,Mathew,Cook,32,Head,Divorced,Male,Leisure centre manager,None,Christian
89,Bishop Road,Eileen,Smith,40,Head,Divorced,Female,Telecommunications researcher,None,Catholic
89,Bishop Road,Peter,Jackson,33,Cousin,Single,Male,Architect,None,Methodist
89,Bishop Road,Ann,Williamson,34,Lodger,Single,Female,Risk analyst,None,Methodist
90,Bishop Road,Mary,Birch,75,Head,Divorced,Female,"Retired Scientist, research (medical)",None,Christian
91,Bishop Road,Hayley,Archer,65,Head,Divorced,Female,Unemployed,None,Christian
91,Bishop Road,Megan,Archer,29,Daughter,Widowed,Female,Educational psychologist,None,Christian
92,Bishop Road,Ellie,Smith,38,Head,Single,Female,Counselling psychologist,None,None
93,Bishop Road,Marcus,Smith,87,Head,Married,Male,Retired Cabin crew,None,Jewish
93,Bishop Road,Marian,Smith,85,Wife,Married,Female,Retired Ecologist,None,Jewish
94,Bishop Road,Gordon,Hawkins,31,Head,Single,Male,Transport planner,None,Christian
94,Bishop Road,Katie,Briggs,29,Partner,Single,Female,Historic buildings inspector/conservation officer,None,Christian
94,Bishop Road,George,Wilkinson,30,Lodger,Single,Male,Materials engineer,None,None
94,Bishop Road,Jasmine,Ward,28,Lodger,Single,Female,Landscape architect,None,None
95,Bishop Road,Margaret,Marshall,66,Head,Married,Female,"Therapist, speech and language",None,Methodist
95,Bishop Road,Terry,Marshall,68,Husband,Married,Male,Retired Recycling officer,None,Methodist
96,Bishop Road,Ben,Ward,31,Head,Single,Male,"Engineer, automotive",None,None
96,Bishop Road,Katherine,Clark,31,None,Single,Female,"Embryologist, clinical",None,None
97,Bishop Road,Glenn,Robinson,53,Head,Married,Male,Insurance risk surveyor,None,Christian
97,Bishop Road,Brenda,Robinson,49,Wife,Married,Female,Immigration officer,None,Christian
98,Bishop Road,Margaret,Berry,81,Head,Widowed,Female,Retired Nutritional therapist,None,Christian
99,Bishop Road,Damian,Watson,34,Head,Married,Male,"Psychotherapist, dance movement",None,None
99,Bishop Road,Emily,Watson,33,Wife,Married,Female,Colour technologist,None,None
100,Bishop Road,Pauline,Edwards,28,Head,Married,Female,Banker,None,None
100,Bishop Road,John,Edwards,31,Husband,Married,Male,Broadcast presenter,None,None
101,Bishop Road,Jacqueline,Burns,82,Head,Widowed,Female,Retired Ecologist,None,Methodist
102,Bishop Road,Amber,George,71,Head,Married,Female,"Retired Geneticist, molecular",None,Christian
102,Bishop Road,Brian,George,74,Husband,Married,Male,Retired Magazine features editor,None,None
103,Bishop Road,Nicholas,Hall,20,Head,Divorced,Male,University Student,None,None
104,Bishop Road,Ellie,Williams,66,Head,Divorced,Female,Historic buildings inspector/conservation officer,None,Christian
104,Bishop Road,Hollie,Wilson-Williams,3,Granddaughter,NA,Female,Child,None,NA
105,Bishop Road,Stephen,Jackson,74,Head,Widowed,Male,Retired Public relations officer,None,Christian
106,Bishop Road,Marilyn,Short,74,Head,Divorced,Female,Retired Engineering geologist,None,Catholic
107,Bishop Road,Anthony,Walton,22,Head,Single,Male,University Student,None,None
108,Bishop Road,Joyce,Doherty,46,Head,Single,Female,Tour manager,None,Catholic
109,Bishop Road,Damien,Woods,51,Head,Divorced,Male,Office manager,None,None
110,Bishop Road,Helen,Burton,71,Head,Widowed,Female,Retired Rural practice surveyor,None,None
111,Bishop Road,Trevor,Lewis,55,Head,Single,Male,Theatre director,None,Christian
111,Bishop Road,Danielle,Morris,29,None,Single,Female,"Journalist, newspaper",None,None
112,Bishop Road,Connor,Williams,84,Head,Widowed,Male,"Retired Designer, television/film set",None,Christian
113,Bishop Road,Eileen,Evans,31,Head,Single,Female,Art gallery manager,None,Sikh
114,Bishop Road,Carly,Short,60,Head,Single,Female,Animator,None,None
115,Bishop Road,Beverley,Lawrence,33,Head,Widowed,Female,"Nurse, children's",None,Methodist
115,Bishop Road,Abdul,Lawrence,7,Son,NA,Male,Student,None,NA
116,Bishop Road,Natasha,Smith,18,Head,Single,Female,Student,None,NA
117,Bishop Road,Katherine,Brown,82,Head,Widowed,Female,Retired Electronics engineer,None,None
118,Bishop Road,Janet,Roberts,52,Head,Divorced,Female,Chartered management accountant,None,None
118,Bishop Road,Olivia,Roberts,22,Daughter,Single,Female,University Student,None,None
118,Bishop Road,Rebecca,Roberts,18,Daughter,Single,Female,Student,None,None
119,Bishop Road,Lewis,Hughes,62,Head,Married,Male,Trading standards officer,None,Christian
119,Bishop Road,Kim,Hughes,60,Wife,Married,Female,Minerals surveyor,None,Christian
119,Bishop Road,Mohammad,Hughes,4,Grandson,NA,Male,Child,None,NA
120,Bishop Road,Mohamed,Brown,43,Head,Single,Male,Horticultural consultant,None,Methodist
121,Bishop Road,Stewart,Green,97,Head,Widowed,Male,"Retired Engineer, communications",None,Christian
122,Bishop Road,Tina,Reynolds,41,Head,Married,Female,Sports development officer,None,Methodist
122,Bishop Road,Simon,Reynolds,43,Husband,Married,Male,Research scientist (physical sciences),None,None
122,Bishop Road,Abigail,Reynolds,16,Daughter,NA,Female,Student,None,NA
123,Bishop Road,Leigh,Wilkinson,25,Head,Single,Male,Passenger transport manager,None,Christian
124,Bishop Road,Emily,Fox,64,Head,Single,Female,Information systems manager,None,Christian
124,Bishop Road,Karen,Fox,20,Daughter,Single,Female,University Student,None,Christian
124,Bishop Road,Sara,Fox,17,Daughter,NA,Female,Student,None,NA
125,Bishop Road,Anne,White,26,Head,Divorced,Female,"Geologist, wellsite",None,Christian
126,Bishop Road,Allan,Spencer,67,Head,Married,Male,"Production designer, theatre/television/film",None,None
126,Bishop Road,Margaret,Spencer,73,Wife,Married,Female,"Retired Clinical scientist, histocompatibility and immunogenetics",None,None
126,Bishop Road,Trevor,Spencer,13,Grandson,NA,Male,Student,None,NA
127,Bishop Road,Claire,Simpson,70,Head,Widowed,Female,Retired Radiation protection practitioner,None,Christian
128,Bishop Road,Linda,Brown,56,Head,Single,Female,Unemployed,None,None
128,Bishop Road,Terry,Tucker,59,Partner,Single,Male,"Producer, television/film/video",None,None
129,Bishop Road,Harry,Walker,42,Head,Divorced,Male,Press photographer,None,None
130,Bishop Road,Christopher,Collier,74,Head,Widowed,Male,Retired Jewellery designer,Blind,Methodist
130,Bishop Road,Marcus,Allen,16,Grandson,NA,Male,Student,None,NA
131,Bishop Road,Craig,Crawford,87,Head,Married,Male,Retired Intelligence analyst,None,None
131,Bishop Road,Jayne,Crawford,89,Wife,Married,Female,Retired Fisheries officer,None,None
132,Bishop Road,Tom,Clark,28,Head,Single,Male,"Solicitor, Scotland",None,Catholic
133,Bishop Road,Elaine,Hayes,36,Head,Married,Female,Geographical information systems officer,None,None
133,Bishop Road,Gareth,Hayes,38,Husband,Married,Male,"Journalist, newspaper",None,None
134,Bishop Road,Nicole,Tucker,64,Head,Married,Female,Armed forces training and education officer,None,None
134,Bishop Road,Dean,Tucker,67,Husband,Married,Male,"Surveyor, rural practice",None,None
135,Bishop Road,Glenn,Elliott,41,Head,Married,Male,Customer service manager,None,Jewish
135,Bishop Road,Michelle,Elliott,39,Wife,Married,Female,Charity officer,None,Jewish
135,Bishop Road,Joan,Elliott,5,Daughter,NA,Female,Student,None,NA
136,Bishop Road,Billy,Collins,25,Head,Single,Male,Personnel officer,None,None
137,Bishop Road,Michelle,Miller,85,Head,Widowed,Female,Retired Community arts worker,None,None
138,Bishop Road,James,Richards,23,Head,Married,Male,Horticultural therapist,None,None
138,Bishop Road,Danielle,Richards,21,Wife,Married,Female,Fish farm manager,None,None
139,Bishop Road,Kevin,Hudson,43,Head,Married,Male,"Production designer, theatre/television/film",None,None
139,Bishop Road,Abigail,Hudson,45,Wife,Married,Female,Company secretary,None,None
139,Bishop Road,Georgina,Hudson,17,Daughter,NA,Female,Student,None,NA
140,Bishop Road,Melissa,Bell,48,Head,Single,Female,Unemployed,None,Catholic
140,Bishop Road,Luke,Bell,17,Son,NA,Male,Student,None,NA
141,Bishop Road,Aimee,Barnes,34,Head,Married,Female,"Teacher, music",None,None
141,Bishop Road,Connor,Barnes,34,Husband,Married,Male,Best boy,None,None
141,Bishop Road,Roger,Barnes,8,Son,NA,Male,Student,None,NA
142,Bishop Road,Suzanne,Richards,54,Head,Single,Female,"Therapist, art",None,Methodist
142,Bishop Road,Duncan,Collins,59,Partner,Single,Male,Operational investment banker,None,Methodist
143,Bishop Road,Bryan,Murray,61,Head,Single,Male,Equality and diversity officer,None,None
144,Bishop Road,Julie,Summers,39,Head,Widowed,Female,Neurosurgeon,None,Christian
144,Bishop Road,Raymond,Summers,6,Son,NA,Male,Student,None,NA
145,Bishop Road,Sara,O'Brien,82,Head,Widowed,Female,Retired Arts administrator,None,Christian
146,Bishop Road,Beth,Sheppard,45,Head,Married,Female,Unemployed,None,Christian
146,Bishop Road,Daniel,Sheppard,45,Husband,Married,Male,Clothing/textile technologist,None,Methodist
146,Bishop Road,Toby,Clark,52,Cousin,Single,Male,Logistics and distribution manager,None,None
147,Bishop Road,Rachael,Quinn,49,Head,Single,Female,Medical technical officer,None,Catholic
148,Bishop Road,Diane,Mitchell,80,Head,Widowed,Female,"Retired Designer, interior/spatial",None,Catholic
149,Bishop Road,Beth,Macdonald,38,Head,Divorced,Female,"Engineer, drilling",None,Christian
149,Bishop Road,William,Macdonald,9,Son,NA,Male,Student,None,NA
149,Bishop Road,Sheila,Macdonald,7,Daughter,NA,Female,Student,None,NA
150,Bishop Road,Ronald,Simpson,72,Head,Widowed,Male,Retired Probation officer,None,None
151,Bishop Road,Mary,Nicholson,82,Head,Widowed,Female,Retired Veterinary surgeon,None,Christian
152,Bishop Road,Graham,Potter,34,Head,Married,Male,Training and development officer,None,None
152,Bishop Road,Katy,Potter,25,Wife,Married,Female,Clinical biochemist,None,None
152,Bishop Road,Julie,White,49,Lodger,Divorced,Female,Cytogeneticist,None,Methodist
153,Bishop Road,Dylan,Foster,68,Head,Widowed,Male,Retired Planning and development surveyor,None,Methodist
154,Bishop Road,Terence,Black,65,Head,Married,Male,"Psychologist, occupational",None,Catholic
154,Bishop Road,Lesley,Black,62,Wife,Married,Female,Visual merchandiser,None,Catholic
155,Bishop Road,Raymond,Lewis,39,Head,Married,Male,Sports administrator,None,None
155,Bishop Road,Ashleigh,Lewis,37,Wife,Married,Female,Learning disability nurse,None,None
156,Bishop Road,June,Ali,67,Head,Single,Female,Nature conservation officer,None,Christian
157,Bishop Road,Francis,Phillips,82,Head,Widowed,Male,Retired Lawyer,None,Catholic
158,Bishop Road,Rachel,Quinn,38,Head,Married,Female,Herbalist,None,Catholic
158,Bishop Road,Ben,Quinn,38,Husband,Married,Male,Environmental education officer,None,Catholic
158,Bishop Road,Ryan,Quinn,1,Adopted Son,NA,Male,Child,None,NA
159,Bishop Road,Stephen,Harrison,77,Head,Widowed,Male,Retired Systems analyst,None,Christian
159,Bishop Road,Philip,Harrison,43,Son,Divorced,Male,Financial manager,None,Christian
160,Bishop Road,Aaron,Price,64,Head,Single,Male,Paediatric nurse,None,Christian
161,Bishop Road,Joseph,Thompson,59,Head,Married,Male,Make,None,Christian
161,Bishop Road,Sandra,Thompson,55,Wife,Married,Female,Pathologist,None,Christian
162,Bishop Road,Debra,Shaw,34,Head,Single,Female,"Pharmacist, hospital",None,None
163,Bishop Road,Joshua,Wilson,43,Head,Single,Male,Merchant navy officer,None,None
164,Bishop Road,Jean,Allen,28,Head,Divorced,Female,Equality and diversity officer,None,None
165,Bishop Road,Lorraine,Green,52,Head,Single,Female,Financial risk analyst,None,Christian
166,Bishop Road,Suzanne,Nicholson,69,Head,Married,Female,"Retired Scientist, research (physical sciences)",None,Christian
166,Bishop Road,Wayne,Nicholson,74,Husband,Married,Male,Retired Research scientist (medical),None,Christian
167,Bishop Road,Conor,Oliver,50,Head,Single,Male,Energy engineer,None,Catholic
168,Bishop Road,Jenna,Townsend,35,Head,Single,Female,Actor,None,None
168,Bishop Road,Rhys,Bradshaw,37,Partner,Single,Male,Garment/textile technologist,None,None
168,Bishop Road,Scott,Townsend,11,Son,NA,Male,Student,None,NA
169,Bishop Road,Gordon,Richardson,42,Head,Married,Male,Town planner,None,Christian
169,Bishop Road,Francesca,Richardson,41,Wife,Married,Female,Proofreader,None,None
170,Bishop Road,Sheila,Atkinson,65,Head,Widowed,Female,Customer service manager,None,None
171,Bishop Road,Kim,Walker,62,Head,Single,Female,Financial risk analyst,None,None
172,Bishop Road,Alex,Green,69,Head,Widowed,Male,Retired Restaurant manager,None,None
173,Bishop Road,Clive,Taylor,31,Head,Married,Male,"Journalist, magazine",None,None
173,Bishop Road,Melanie,Taylor,29,Wife,Married,Female,Midwife,None,None
174,Bishop Road,Naomi,Lloyd,83,Head,Widowed,Female,Retired Administrator,None,Christian
175,Bishop Road,John,Iqbal,43,Head,Single,Male,Risk manager,None,Christian
175,Bishop Road,Suzanne,Haynes,46,Partner,Single,Female,Tax inspector,None,None
176,Bishop Road,Hannah,Scott,56,Head,Married,Female,IT technical support officer,None,None
176,Bishop Road,Colin,Scott,58,Husband,Married,Male,Waste management officer,None,None
177,Bishop Road,Alan,Lawson,58,Head,Divorced,Male,"Administrator, sports",None,Christian
178,Bishop Road,Molly,Crawford,100,Head,Single,Female,"Retired Education officer, museum",None,Methodist
179,Bishop Road,Malcolm,West,70,Head,Married,Male,Retired Broadcast engineer,None,Christian
179,Bishop Road,Megan,West,65,Wife,Married,Female,Communications engineer,None,Christian
179,Bishop Road,Ricky,West,16,Grandson,NA,Male,Student,None,NA
180,Bishop Road,Geraldine,Scott,29,Head,Married,Female,"Research officer, government",None,Catholic
180,Bishop Road,Jeffrey,Scott,34,Husband,Married,Male,Dentist,None,Catholic
180,Bishop Road,Harriet,Scott,2,Daughter,NA,Female,Child,None,NA
181,Bishop Road,Shannon,Smart,64,Head,Married,Female,Television/film/video producer,None,None
181,Bishop Road,Jonathan,Smart,72,Husband,Married,Male,Retired Magazine features editor,None,None
182,Bishop Road,Jamie,Pope,52,Head,Married,Male,Physiological scientist,None,Christian
182,Bishop Road,Elaine,Pope,50,Wife,Married,Female,Amenity horticulturist,None,Christian
183,Bishop Road,Norman,Morgan,19,Head,Divorced,Male,University Student,None,Methodist
184,Bishop Road,Leanne,Ali,49,Head,Single,Female,Counsellor,None,Methodist
185,Bishop Road,Gerald,Matthews,48,Head,Single,Male,IT consultant,None,Methodist
185,Bishop Road,Hannah,Smith,18,None,Single,Female,Student,None,NA
185,Bishop Road,Iain,Lewis,51,None,Single,Male,Plant breeder/geneticist,None,Catholic
186,Bishop Road,Joanne,Walker,34,Head,Divorced,Female,Hotel manager,None,None
186,Bishop Road,Amy,Walker,6,Daughter,NA,Female,Student,None,NA
187,Bishop Road,Ann,Whittaker,49,Head,Single,Female,Medical illustrator,None,None
188,Bishop Road,Sara,Garner,74,Head,Single,Female,Retired Secondary school teacher,None,Christian
189,Bishop Road,Jenna,Knowles,24,Head,Single,Female,Chiropractor,None,Christian
189,Bishop Road,Wayne,Dickinson,25,Partner,Single,Male,Learning mentor,None,None
190,Bishop Road,Anna,Wright,22,Head,Single,Female,University Student,None,Jewish
190,Bishop Road,Melissa,Duncan,20,None,Single,Female,University Student,None,Christian
190,Bishop Road,Brett,Bishop,21,None,Single,Male,University Student,None,Catholic
191,Bishop Road,Damian,Fisher,18,Head,Single,Male,Student,None,NA
192,Bishop Road,Shirley,Edwards,30,Head,Married,Female,Water engineer,None,Methodist
192,Bishop Road,John,Edwards,31,Husband,Married,Male,"Psychologist, forensic",None,None
192,Bishop Road,Deborah,Edwards,0,Daughter,NA,Female,Child,None,NA
193,Bishop Road,Bethany,Barlow,77,Head,Single,Female,Retired Advertising copywriter,None,None
194,Bishop Road,Fiona,Bennett,23,Head,Single,Female,Colour technologist,None,None
195,Bishop Road,Shaun,Griffiths,87,Head,Widowed,Male,Retired Barista,None,Christian
196,Bishop Road,John,Williams,41,Head,Single,Male,"Scientist, biomedical",None,Catholic
197,Bishop Road,Brenda,Phillips,60,Head,Single,Female,"Conservator, furniture",None,Christian
197,Bishop Road,Derek,Phillips,14,Son,NA,Male,Student,None,NA
198,Bishop Road,Katherine,Ahmed,38,Head,Single,Female,Minerals surveyor,None,None
199,Bishop Road,Bethan,Khan,71,Head,Divorced,Female,"Retired Engineer, biomedical",None,Christian
200,Bishop Road,Damien,Simpson,33,Head,Single,Male,"Engineer, building services",None,Methodist
201,Bishop Road,Ben,Watson,52,Head,Single,Male,Control and instrumentation engineer,None,Muslim
201,Bishop Road,Jeffrey,Day,47,Partner,Single,Male,"Designer, fashion/clothing",None,None
201,Bishop Road,Melanie,Watson,15,Daughter,NA,Female,Student,None,NA
201,Bishop Road,Zoe,Watson,15,Daughter,NA,Female,Student,None,NA
202,Bishop Road,Bruce,Thompson,86,Head,Widowed,Male,"Retired Therapist, occupational",None,None
203,Bishop Road,Lindsey,Smith,36,Head,Single,Female,Risk manager,None,Christian
204,Bishop Road,Timothy,Phillips,71,Head,Widowed,Male,"Retired Designer, television/film set",None,None
205,Bishop Road,Benjamin,Poole,24,Head,Single,Male,Warden/ranger,None,None
206,Bishop Road,Iain,Doyle,58,Head,Married,Male,Land,None,None
206,Bishop Road,Anne,Doyle,57,Wife,Married,Female,Make,None,None
207,Bishop Road,Lydia,Birch,32,Head,Married,Female,Commercial horticulturist,None,None
207,Bishop Road,Edward,Birch,33,Husband,Married,Male,"Conservator, furniture",None,None
207,Bishop Road,Tracy,Birch,4,Daughter,NA,Female,Child,None,NA
208,Bishop Road,Alison,Smith,41,Head,Single,Female,Product manager,None,Catholic
208,Bishop Road,Andrew,Reeves,43,Partner,Single,Male,Field seismologist,None,Catholic
